"pop","super_pop","sample","sex","lat","lng"
"KHV","EAS","HG02025","female",10.78,106.68
"KHV","EAS","HG01865","male",10.78,106.68
"KHV","EAS","HG02116","male",10.78,106.68
"KHV","EAS","HG02087","female",10.78,106.68
"KHV","EAS","HG02031","female",10.78,106.68
"KHV","EAS","HG02075","female",10.78,106.68
"KHV","EAS","HG02026","male",10.78,106.68
"KHV","EAS","HG01872","male",10.78,106.68
"KHV","EAS","HG01842","male",10.78,106.68
"KHV","EAS","HG01841","female",10.78,106.68
"KHV","EAS","HG02113","female",10.78,106.68
"KHV","EAS","HG01862","female",10.78,106.68
"KHV","EAS","HG01869","female",10.78,106.68
"KHV","EAS","HG02122","male",10.78,106.68
"KHV","EAS","HG02088","male",10.78,106.68
"KHV","EAS","HG02032","male",10.78,106.68
"KHV","EAS","HG01878","female",10.78,106.68
"KHV","EAS","HG02048","female",10.78,106.68
"KHV","EAS","HG02128","male",10.78,106.68
"KHV","EAS","HG01868","female",10.78,106.68
"KHV","EAS","HG02050","male",10.78,106.68
"KHV","EAS","HG02047","male",10.78,106.68
"KHV","EAS","HG02035","male",10.78,106.68
"KHV","EAS","HG02130","female",10.78,106.68
"KHV","EAS","HG02049","female",10.78,106.68
"KHV","EAS","HG02040","male",10.78,106.68
"KHV","EAS","HG02127","female",10.78,106.68
"KHV","EAS","HG02121","female",10.78,106.68
"LWK","AFR","NA19017","female",-1.27,36.61
"LWK","AFR","NA19020","male",-1.27,36.61
"LWK","AFR","NA19023","female",-1.27,36.61
"LWK","AFR","NA19024","female",-1.27,36.61
"LWK","AFR","NA19019","female",-1.27,36.61
"LWK","AFR","NA19026","male",-1.27,36.61
"LWK","AFR","NA19027","male",-1.27,36.61
"LWK","AFR","NA19028","male",-1.27,36.61
"LWK","AFR","NA19030","female",-1.27,36.61
"LWK","AFR","NA19031","male",-1.27,36.61
"LWK","AFR","NA19035","male",-1.27,36.61
"LWK","AFR","NA19036","female",-1.27,36.61
"LWK","AFR","NA19037","female",-1.27,36.61
"LWK","AFR","NA19038","female",-1.27,36.61
"LWK","AFR","NA19041","male",-1.27,36.61
"LWK","AFR","NA19042","female",-1.27,36.61
"LWK","AFR","NA19043","male",-1.27,36.61
"LWK","AFR","NA19025","male",-1.27,36.61
"LWK","AFR","NA19307","male",-1.27,36.61
"LWK","AFR","NA19308","male",-1.27,36.61
"LWK","AFR","NA19309","male",-1.27,36.61
"LWK","AFR","NA19310","female",-1.27,36.61
"LWK","AFR","NA19312","male",-1.27,36.61
"LWK","AFR","NA19314","female",-1.27,36.61
"LWK","AFR","NA19315","female",-1.27,36.61
"LWK","AFR","NA19316","female",-1.27,36.61
"LWK","AFR","NA19317","male",-1.27,36.61
"LWK","AFR","NA19318","male",-1.27,36.61
"LWK","AFR","NA19319","male",-1.27,36.61
"LWK","AFR","NA19320","female",-1.27,36.61
"LWK","AFR","NA19321","female",-1.27,36.61
"LWK","AFR","NA19323","female",-1.27,36.61
"LWK","AFR","NA19324","female",-1.27,36.61
"LWK","AFR","NA19327","female",-1.27,36.61
"LWK","AFR","NA19328","female",-1.27,36.61
"LWK","AFR","NA19331","male",-1.27,36.61
"LWK","AFR","NA19332","female",-1.27,36.61
"LWK","AFR","NA19334","male",-1.27,36.61
"LWK","AFR","NA19338","female",-1.27,36.61
"LWK","AFR","NA19346","male",-1.27,36.61
"LWK","AFR","NA19347","male",-1.27,36.61
"LWK","AFR","NA19350","male",-1.27,36.61
"LWK","AFR","NA19351","female",-1.27,36.61
"LWK","AFR","NA19355","female",-1.27,36.61
"LWK","AFR","NA19360","male",-1.27,36.61
"LWK","AFR","NA19372","male",-1.27,36.61
"LWK","AFR","NA19374","male",-1.27,36.61
"LWK","AFR","NA19375","male",-1.27,36.61
"LWK","AFR","NA19376","male",-1.27,36.61
"LWK","AFR","NA19377","female",-1.27,36.61
"LWK","AFR","NA19378","female",-1.27,36.61
"LWK","AFR","NA19379","female",-1.27,36.61
"LWK","AFR","NA19380","male",-1.27,36.61
"LWK","AFR","NA19383","male",-1.27,36.61
"LWK","AFR","NA19384","male",-1.27,36.61
"LWK","AFR","NA19385","male",-1.27,36.61
"LWK","AFR","NA19390","female",-1.27,36.61
"LWK","AFR","NA19391","female",-1.27,36.61
"LWK","AFR","NA19393","male",-1.27,36.61
"LWK","AFR","NA19394","male",-1.27,36.61
"LWK","AFR","NA19395","female",-1.27,36.61
"LWK","AFR","NA19397","male",-1.27,36.61
"LWK","AFR","NA19399","female",-1.27,36.61
"LWK","AFR","NA19401","female",-1.27,36.61
"LWK","AFR","NA19403","female",-1.27,36.61
"LWK","AFR","NA19404","female",-1.27,36.61
"LWK","AFR","NA19428","male",-1.27,36.61
"LWK","AFR","NA19429","male",-1.27,36.61
"LWK","AFR","NA19430","male",-1.27,36.61
"LWK","AFR","NA19431","female",-1.27,36.61
"LWK","AFR","NA19434","female",-1.27,36.61
"LWK","AFR","NA19435","female",-1.27,36.61
"LWK","AFR","NA19436","female",-1.27,36.61
"LWK","AFR","NA19437","female",-1.27,36.61
"LWK","AFR","NA19438","female",-1.27,36.61
"LWK","AFR","NA19439","female",-1.27,36.61
"LWK","AFR","NA19440","female",-1.27,36.61
"LWK","AFR","NA19443","male",-1.27,36.61
"LWK","AFR","NA19445","female",-1.27,36.61
"LWK","AFR","NA19446","female",-1.27,36.61
"LWK","AFR","NA19448","male",-1.27,36.61
"LWK","AFR","NA19449","female",-1.27,36.61
"LWK","AFR","NA19451","male",-1.27,36.61
"LWK","AFR","NA19452","male",-1.27,36.61
"LWK","AFR","NA19454","male",-1.27,36.61
"LWK","AFR","NA19455","male",-1.27,36.61
"LWK","AFR","NA19456","female",-1.27,36.61
"LWK","AFR","NA19457","female",-1.27,36.61
"LWK","AFR","NA19461","male",-1.27,36.61
"LWK","AFR","NA19462","female",-1.27,36.61
"LWK","AFR","NA19463","female",-1.27,36.61
"LWK","AFR","NA19466","male",-1.27,36.61
"LWK","AFR","NA19467","female",-1.27,36.61
"LWK","AFR","NA19468","female",-1.27,36.61
"LWK","AFR","NA19471","female",-1.27,36.61
"LWK","AFR","NA19472","female",-1.27,36.61
"LWK","AFR","NA19473","female",-1.27,36.61
"LWK","AFR","NA19474","female",-1.27,36.61
"LWK","AFR","NA19475","female",-1.27,36.61
"MSL","AFR","HG03432","male",8.48,-13.23
"MSL","AFR","HG03088","female",8.48,-13.23
"MSL","AFR","HG03397","male",8.48,-13.23
"MSL","AFR","HG03086","female",8.48,-13.23
"MSL","AFR","HG03081","male",8.48,-13.23
"MSL","AFR","HG03428","female",8.48,-13.23
"MSL","AFR","HG03085","female",8.48,-13.23
"MSL","AFR","HG03079","female",8.48,-13.23
"MSL","AFR","HG03547","male",8.48,-13.23
"MSL","AFR","HG03484","male",8.48,-13.23
"MSL","AFR","HG03084","male",8.48,-13.23
"MSL","AFR","HG03485","female",8.48,-13.23
"MSL","AFR","HG03394","male",8.48,-13.23
"MSL","AFR","HG03548","female",8.48,-13.23
"MSL","AFR","HG03082","female",8.48,-13.23
"MSL","AFR","HG03212","female",8.48,-13.23
"MSL","AFR","HG03419","female",8.48,-13.23
"MSL","AFR","HG03052","female",8.48,-13.23
"MSL","AFR","HG03458","female",8.48,-13.23
"MSL","AFR","HG03433","male",8.48,-13.23
"MSL","AFR","HG03072","male",8.48,-13.23
"MSL","AFR","HG03457","male",8.48,-13.23
"MSL","AFR","HG03073","female",8.48,-13.23
"MSL","AFR","HG03074","male",8.48,-13.23
"MSL","AFR","HG03077","male",8.48,-13.23
"MSL","AFR","HG03078","male",8.48,-13.23
"MSL","AFR","HG03449","female",8.48,-13.23
"MSL","AFR","HG03401","female",8.48,-13.23
"MSL","AFR","HG03410","female",8.48,-13.23
"MSL","AFR","HG03455","female",8.48,-13.23
"MSL","AFR","HG03224","male",8.48,-13.23
"MSL","AFR","HG03225","male",8.48,-13.23
"MSL","AFR","HG03460","male",8.48,-13.23
"MSL","AFR","HG03436","male",8.48,-13.23
"MSL","AFR","HG03437","female",8.48,-13.23
"MSL","AFR","HG03096","male",8.48,-13.23
"MSL","AFR","HG03097","female",8.48,-13.23
"MSL","AFR","HG03385","male",8.48,-13.23
"MSL","AFR","HG03388","male",8.48,-13.23
"MSL","AFR","HG03391","male",8.48,-13.23
"MSL","AFR","HG03451","male",8.48,-13.23
"MSL","AFR","HG03452","female",8.48,-13.23
"MSL","AFR","HG03479","female",8.48,-13.23
"MSL","AFR","HG03057","male",8.48,-13.23
"MSL","AFR","HG03058","female",8.48,-13.23
"MSL","AFR","HG03060","male",8.48,-13.23
"MSL","AFR","HG03091","female",8.48,-13.23
"MSL","AFR","HG03095","female",8.48,-13.23
"MSL","AFR","HG03558","female",8.48,-13.23
"MSL","AFR","HG03439","male",8.48,-13.23
"MSL","AFR","HG03442","male",8.48,-13.23
"MSL","AFR","HG03445","male",8.48,-13.23
"MSL","AFR","HG03446","female",8.48,-13.23
"MSL","AFR","HG03567","female",8.48,-13.23
"MSL","AFR","HG03054","male",8.48,-13.23
"MSL","AFR","HG03055","female",8.48,-13.23
"MSL","AFR","HG03575","female",8.48,-13.23
"MSL","AFR","HG03577","male",8.48,-13.23
"MSL","AFR","HG03578","female",8.48,-13.23
"MSL","AFR","HG03556","male",8.48,-13.23
"MSL","AFR","HG03557","female",8.48,-13.23
"MSL","AFR","HG03464","female",8.48,-13.23
"MSL","AFR","HG03469","male",8.48,-13.23
"MSL","AFR","HG03470","female",8.48,-13.23
"MSL","AFR","HG03472","male",8.48,-13.23
"MSL","AFR","HG03473","female",8.48,-13.23
"MSL","AFR","HG03565","male",8.48,-13.23
"MSL","AFR","HG03571","male",8.48,-13.23
"MSL","AFR","HG03572","female",8.48,-13.23
"MSL","AFR","HG03209","male",8.48,-13.23
"MSL","AFR","HG03376","male",8.48,-13.23
"MSL","AFR","HG03378","female",8.48,-13.23
"MSL","AFR","HG03583","female",8.48,-13.23
"MSL","AFR","HG03461","female",8.48,-13.23
"MSL","AFR","HG03563","female",8.48,-13.23
"MSL","AFR","HG03063","male",8.48,-13.23
"MSL","AFR","HG03380","female",8.48,-13.23
"MSL","AFR","HG03382","male",8.48,-13.23
"MSL","AFR","HG03478","male",8.48,-13.23
"MSL","AFR","HG03559","male",8.48,-13.23
"MSL","AFR","HG03064","female",8.48,-13.23
"MSL","AFR","HG03476","female",8.48,-13.23
"MSL","AFR","HG03061","female",8.48,-13.23
"MSL","AFR","HG03066","male",8.48,-13.23
"MSL","AFR","HG03069","male",8.48,-13.23
"MXL","AMR","NA19652","male",34.0544,-118.2439
"MXL","AMR","NA19654","female",34.0544,-118.2439
"MXL","AMR","NA19655","male",34.0544,-118.2439
"MXL","AMR","NA19679","male",34.0544,-118.2439
"MXL","AMR","NA19681","female",34.0544,-118.2439
"MXL","AMR","NA19682","male",34.0544,-118.2439
"MXL","AMR","NA19684","female",34.0544,-118.2439
"MXL","AMR","NA19678","female",34.0544,-118.2439
"MXL","AMR","NA19717","male",34.0544,-118.2439
"MXL","AMR","NA19719","female",34.0544,-118.2439
"MXL","AMR","NA19720","male",34.0544,-118.2439
"MXL","AMR","NA19722","female",34.0544,-118.2439
"MXL","AMR","NA19657","female",34.0544,-118.2439
"MXL","AMR","NA19658","male",34.0544,-118.2439
"MXL","AMR","NA19661","male",34.0544,-118.2439
"MXL","AMR","NA19663","female",34.0544,-118.2439
"MXL","AMR","NA19664","male",34.0544,-118.2439
"MXL","AMR","NA19669","female",34.0544,-118.2439
"MXL","AMR","NA19670","male",34.0544,-118.2439
"MXL","AMR","NA19676","male",34.0544,-118.2439
"MXL","AMR","NA19716","female",34.0544,-118.2439
"MXL","AMR","NA19740","female",34.0544,-118.2439
"MXL","AMR","NA19741","male",34.0544,-118.2439
"MXL","AMR","NA19746","female",34.0544,-118.2439
"MXL","AMR","NA19747","male",34.0544,-118.2439
"MXL","AMR","NA19749","female",34.0544,-118.2439
"MXL","AMR","NA19750","male",34.0544,-118.2439
"MXL","AMR","NA19752","female",34.0544,-118.2439
"MXL","AMR","NA19755","female",34.0544,-118.2439
"MXL","AMR","NA19756","male",34.0544,-118.2439
"MXL","AMR","NA19758","female",34.0544,-118.2439
"MXL","AMR","NA19759","male",34.0544,-118.2439
"MXL","AMR","NA19761","female",34.0544,-118.2439
"MXL","AMR","NA19762","male",34.0544,-118.2439
"MXL","AMR","NA19764","female",34.0544,-118.2439
"MXL","AMR","NA19770","female",34.0544,-118.2439
"MXL","AMR","NA19771","male",34.0544,-118.2439
"MXL","AMR","NA19773","female",34.0544,-118.2439
"MXL","AMR","NA19774","male",34.0544,-118.2439
"MXL","AMR","NA19776","female",34.0544,-118.2439
"MXL","AMR","NA19777","male",34.0544,-118.2439
"MXL","AMR","NA19779","female",34.0544,-118.2439
"MXL","AMR","NA19780","male",34.0544,-118.2439
"MXL","AMR","NA19782","female",34.0544,-118.2439
"MXL","AMR","NA19783","male",34.0544,-118.2439
"MXL","AMR","NA19785","female",34.0544,-118.2439
"MXL","AMR","NA19786","male",34.0544,-118.2439
"MXL","AMR","NA19788","female",34.0544,-118.2439
"MXL","AMR","NA19789","male",34.0544,-118.2439
"MXL","AMR","NA19792","male",34.0544,-118.2439
"MXL","AMR","NA19794","female",34.0544,-118.2439
"MXL","AMR","NA19795","male",34.0544,-118.2439
"MXL","AMR","NA19723","male",34.0544,-118.2439
"MXL","AMR","NA19725","female",34.0544,-118.2439
"MXL","AMR","NA19726","male",34.0544,-118.2439
"MXL","AMR","NA19728","female",34.0544,-118.2439
"MXL","AMR","NA19729","male",34.0544,-118.2439
"MXL","AMR","NA19731","female",34.0544,-118.2439
"MXL","AMR","NA19732","male",34.0544,-118.2439
"MXL","AMR","NA19734","female",34.0544,-118.2439
"MXL","AMR","NA19735","male",34.0544,-118.2439
"MXL","AMR","NA19648","female",34.0544,-118.2439
"MXL","AMR","NA19649","male",34.0544,-118.2439
"MXL","AMR","NA19651","female",34.0544,-118.2439
"PEL","AMR","HG01577","male",-12.04,-77.03
"PEL","AMR","HG01578","female",-12.04,-77.03
"PEL","AMR","HG01572","female",-12.04,-77.03
"PEL","AMR","HG01921","female",-12.04,-77.03
"PEL","AMR","HG02345","female",-12.04,-77.03
"PEL","AMR","HG02348","female",-12.04,-77.03
"PEL","AMR","HG01923","male",-12.04,-77.03
"PEL","AMR","HG01924","female",-12.04,-77.03
"PEL","AMR","HG01565","male",-12.04,-77.03
"PEL","AMR","HG01566","female",-12.04,-77.03
"PEL","AMR","HG01571","male",-12.04,-77.03
"PEL","AMR","HG02252","female",-12.04,-77.03
"PEL","AMR","HG01991","male",-12.04,-77.03
"PEL","AMR","HG01992","female",-12.04,-77.03
"PEL","AMR","HG01926","male",-12.04,-77.03
"PEL","AMR","HG01927","female",-12.04,-77.03
"PEL","AMR","HG02003","female",-12.04,-77.03
"PEL","AMR","HG02006","female",-12.04,-77.03
"PEL","AMR","HG02008","male",-12.04,-77.03
"PEL","AMR","HG02266","female",-12.04,-77.03
"PEL","AMR","HG02271","male",-12.04,-77.03
"PEL","AMR","HG02272","female",-12.04,-77.03
"PEL","AMR","HG02274","male",-12.04,-77.03
"PEL","AMR","HG02275","female",-12.04,-77.03
"PEL","AMR","HG02277","male",-12.04,-77.03
"PEL","AMR","HG02089","female",-12.04,-77.03
"PEL","AMR","HG01970","male",-12.04,-77.03
"PEL","AMR","HG02312","female",-12.04,-77.03
"PEL","AMR","HG01973","female",-12.04,-77.03
"PEL","AMR","HG01892","male",-12.04,-77.03
"PEL","AMR","HG01893","female",-12.04,-77.03
"PEL","AMR","HG01977","male",-12.04,-77.03
"PEL","AMR","HG01979","male",-12.04,-77.03
"PEL","AMR","HG01980","female",-12.04,-77.03
"PEL","AMR","HG01982","male",-12.04,-77.03
"PEL","AMR","HG01938","male",-12.04,-77.03
"PEL","AMR","HG01917","male",-12.04,-77.03
"PEL","AMR","HG01918","female",-12.04,-77.03
"PEL","AMR","HG01920","male",-12.04,-77.03
"PEL","AMR","HG02278","female",-12.04,-77.03
"PEL","AMR","HG02253","male",-12.04,-77.03
"PEL","AMR","HG01997","female",-12.04,-77.03
"PEL","AMR","HG02002","male",-12.04,-77.03
"PEL","AMR","HG02150","male",-12.04,-77.03
"PEL","AMR","HG01932","male",-12.04,-77.03
"PEL","AMR","HG01933","female",-12.04,-77.03
"PEL","AMR","HG01935","male",-12.04,-77.03
"PEL","AMR","HG01936","female",-12.04,-77.03
"PEL","AMR","HG02298","female",-12.04,-77.03
"PEL","AMR","HG01939","female",-12.04,-77.03
"PEL","AMR","HG01941","male",-12.04,-77.03
"PEL","AMR","HG01942","female",-12.04,-77.03
"PEL","AMR","HG01968","female",-12.04,-77.03
"PEL","AMR","HG01945","female",-12.04,-77.03
"PEL","AMR","HG02090","male",-12.04,-77.03
"PEL","AMR","HG01948","female",-12.04,-77.03
"PEL","AMR","HG02102","female",-12.04,-77.03
"PEL","AMR","HG02285","male",-12.04,-77.03
"PEL","AMR","HG02286","female",-12.04,-77.03
"PEL","AMR","HG02291","male",-12.04,-77.03
"PEL","AMR","HG02292","female",-12.04,-77.03
"PEL","AMR","HG01967","male",-12.04,-77.03
"PEL","AMR","HG02299","male",-12.04,-77.03
"PEL","AMR","HG02301","female",-12.04,-77.03
"PEL","AMR","HG02304","male",-12.04,-77.03
"PEL","AMR","HG01974","male",-12.04,-77.03
"PEL","AMR","HG01944","male",-12.04,-77.03
"PEL","AMR","HG01971","female",-12.04,-77.03
"PEL","AMR","HG02146","male",-12.04,-77.03
"PEL","AMR","HG02265","male",-12.04,-77.03
"PEL","AMR","HG01976","female",-12.04,-77.03
"PEL","AMR","HG02260","female",-12.04,-77.03
"PEL","AMR","HG02262","male",-12.04,-77.03
"PEL","AMR","HG01965","female",-12.04,-77.03
"PEL","AMR","HG02147","female",-12.04,-77.03
"PEL","AMR","HG02259","male",-12.04,-77.03
"PEL","AMR","HG01961","male",-12.04,-77.03
"PEL","AMR","HG01947","male",-12.04,-77.03
"PEL","AMR","HG01954","female",-12.04,-77.03
"PEL","AMR","HG01953","male",-12.04,-77.03
"PEL","AMR","HG02104","male",-12.04,-77.03
"PEL","AMR","HG02105","female",-12.04,-77.03
"PEL","AMR","HG01951","female",-12.04,-77.03
"PEL","AMR","HG01950","male",-12.04,-77.03
"PEL","AMR","HG02425","female",-12.04,-77.03
"PJL","SAS","HG02654","male",31.554606,74.357158
"PJL","SAS","HG03660","male",31.554606,74.357158
"PJL","SAS","HG02603","male",31.554606,74.357158
"PJL","SAS","HG02660","male",31.554606,74.357158
"PJL","SAS","HG03663","male",31.554606,74.357158
"PJL","SAS","HG02658","female",31.554606,74.357158
"PJL","SAS","HG02652","female",31.554606,74.357158
"PJL","SAS","HG02681","male",31.554606,74.357158
"PJL","SAS","HG03667","male",31.554606,74.357158
"PJL","SAS","HG03668","female",31.554606,74.357158
"PJL","SAS","HG02737","female",31.554606,74.357158
"PJL","SAS","HG03238","female",31.554606,74.357158
"PJL","SAS","HG02600","male",31.554606,74.357158
"PJL","SAS","HG02604","female",31.554606,74.357158
"PJL","SAS","HG03021","male",31.554606,74.357158
"PJL","SAS","HG03705","male",31.554606,74.357158
"PJL","SAS","HG03649","male",31.554606,74.357158
"PJL","SAS","HG02655","female",31.554606,74.357158
"PJL","SAS","HG02657","male",31.554606,74.357158
"PJL","SAS","HG02684","male",31.554606,74.357158
"PJL","SAS","HG01593","female",31.554606,74.357158
"PJL","SAS","HG03016","female",31.554606,74.357158
"PJL","SAS","HG02601","female",31.554606,74.357158
"PJL","SAS","HG02691","female",31.554606,74.357158
"PJL","SAS","HG03015","male",31.554606,74.357158
"PJL","SAS","HG02792","male",31.554606,74.357158
"PJL","SAS","HG03652","male",31.554606,74.357158
"PJL","SAS","HG03653","female",31.554606,74.357158
"PJL","SAS","HG02700","female",31.554606,74.357158
"PJL","SAS","HG02778","female",31.554606,74.357158
"PJL","SAS","HG02734","female",31.554606,74.357158
"PJL","SAS","HG02736","male",31.554606,74.357158
"PJL","SAS","HG03624","male",31.554606,74.357158
"PJL","SAS","HG02685","female",31.554606,74.357158
"PJL","SAS","HG02687","male",31.554606,74.357158
"PJL","SAS","HG02688","female",31.554606,74.357158
"PJL","SAS","HG02690","male",31.554606,74.357158
"PJL","SAS","HG03640","female",31.554606,74.357158
"PJL","SAS","HG01583","male",31.554606,74.357158
"PJL","SAS","HG02697","female",31.554606,74.357158
"PJL","SAS","HG02699","male",31.554606,74.357158
"PJL","SAS","HG02651","male",31.554606,74.357158
"PJL","SAS","HG01589","male",31.554606,74.357158
"PJL","SAS","HG02780","male",31.554606,74.357158
"PJL","SAS","HG02682","female",31.554606,74.357158
"PJL","SAS","HG03488","female",31.554606,74.357158
"PJL","SAS","HG03625","female",31.554606,74.357158
"PJL","SAS","HG03629","male",31.554606,74.357158
"PJL","SAS","HG03631","female",31.554606,74.357158
"PJL","SAS","HG02597","male",31.554606,74.357158
"PJL","SAS","HG02661","female",31.554606,74.357158
"PJL","SAS","HG03019","female",31.554606,74.357158
"PJL","SAS","HG02648","male",31.554606,74.357158
"PJL","SAS","HG02649","female",31.554606,74.357158
"PJL","SAS","HG03703","female",31.554606,74.357158
"PJL","SAS","HG03702","male",31.554606,74.357158
"PJL","SAS","HG02733","male",31.554606,74.357158
"PJL","SAS","HG03619","female",31.554606,74.357158
"PJL","SAS","HG03709","female",31.554606,74.357158
"PJL","SAS","HG03490","male",31.554606,74.357158
"PJL","SAS","HG03706","female",31.554606,74.357158
"PJL","SAS","HG03708","male",31.554606,74.357158
"PJL","SAS","HG02694","female",31.554606,74.357158
"PJL","SAS","HG03636","male",31.554606,74.357158
"PJL","SAS","HG02790","female",31.554606,74.357158
"PJL","SAS","HG02725","female",31.554606,74.357158
"PJL","SAS","HG03491","female",31.554606,74.357158
"PJL","SAS","HG02696","male",31.554606,74.357158
"PJL","SAS","HG02728","female",31.554606,74.357158
"PJL","SAS","HG02774","male",31.554606,74.357158
"PJL","SAS","HG03762","female",31.554606,74.357158
"PJL","SAS","HG02783","male",31.554606,74.357158
"PJL","SAS","HG03634","female",31.554606,74.357158
"PJL","SAS","HG02775","female",31.554606,74.357158
"PJL","SAS","HG02731","female",31.554606,74.357158
"PJL","SAS","HG02727","male",31.554606,74.357158
"PJL","SAS","HG01586","male",31.554606,74.357158
"PJL","SAS","HG02494","female",31.554606,74.357158
"PJL","SAS","HG02493","male",31.554606,74.357158
"PJL","SAS","HG02789","male",31.554606,74.357158
"PJL","SAS","HG03228","male",31.554606,74.357158
"PJL","SAS","HG03767","male",31.554606,74.357158
"PJL","SAS","HG02490","male",31.554606,74.357158
"PJL","SAS","HG03235","female",31.554606,74.357158
"PJL","SAS","HG03765","female",31.554606,74.357158
"PJL","SAS","HG02491","female",31.554606,74.357158
"PJL","SAS","HG02793","female",31.554606,74.357158
"PJL","SAS","HG03229","female",31.554606,74.357158
"PJL","SAS","HG02787","female",31.554606,74.357158
"PJL","SAS","HG03022","female",31.554606,74.357158
"PJL","SAS","HG03018","male",31.554606,74.357158
"PJL","SAS","HG02786","male",31.554606,74.357158
"PJL","SAS","HG03234","male",31.554606,74.357158
"PJL","SAS","HG02724","male",31.554606,74.357158
"PJL","SAS","HG02784","female",31.554606,74.357158
"PJL","SAS","HG03237","male",31.554606,74.357158
"PUR","AMR","HG00553","male",18.4,-66.1
"PUR","AMR","HG00551","female",18.4,-66.1
"PUR","AMR","HG00638","female",18.4,-66.1
"PUR","AMR","HG00731","male",18.4,-66.1
"PUR","AMR","HG00637","male",18.4,-66.1
"PUR","AMR","HG00736","male",18.4,-66.1
"PUR","AMR","HG00737","female",18.4,-66.1
"PUR","AMR","HG00739","male",18.4,-66.1
"PUR","AMR","HG00740","female",18.4,-66.1
"PUR","AMR","HG00742","male",18.4,-66.1
"PUR","AMR","HG00743","female",18.4,-66.1
"PUR","AMR","HG00640","male",18.4,-66.1
"PUR","AMR","HG00641","female",18.4,-66.1
"PUR","AMR","HG00554","female",18.4,-66.1
"PUR","AMR","HG01325","male",18.4,-66.1
"PUR","AMR","HG01326","female",18.4,-66.1
"PUR","AMR","HG00732","female",18.4,-66.1
"PUR","AMR","HG00734","female",18.4,-66.1
"PUR","AMR","HG01098","female",18.4,-66.1
"PUR","AMR","HG01101","male",18.4,-66.1
"PUR","AMR","HG01102","female",18.4,-66.1
"PUR","AMR","HG01104","male",18.4,-66.1
"PUR","AMR","HG01105","female",18.4,-66.1
"PUR","AMR","HG01107","male",18.4,-66.1
"PUR","AMR","HG01311","male",18.4,-66.1
"PUR","AMR","HG01312","female",18.4,-66.1
"PUR","AMR","HG01323","female",18.4,-66.1
"PUR","AMR","HG01048","male",18.4,-66.1
"PUR","AMR","HG01049","female",18.4,-66.1
"PUR","AMR","HG01051","male",18.4,-66.1
"PUR","AMR","HG01052","female",18.4,-66.1
"PUR","AMR","HG01054","male",18.4,-66.1
"PUR","AMR","HG01055","female",18.4,-66.1
"PUR","AMR","HG01058","female",18.4,-66.1
"PUR","AMR","HG01060","male",18.4,-66.1
"PUR","AMR","HG01061","female",18.4,-66.1
"PUR","AMR","HG01063","male",18.4,-66.1
"PUR","AMR","HG01108","female",18.4,-66.1
"PUR","AMR","HG01110","male",18.4,-66.1
"PUR","AMR","HG01047","male",18.4,-66.1
"PUR","AMR","HG01069","male",18.4,-66.1
"PUR","AMR","HG01070","female",18.4,-66.1
"PUR","AMR","HG01072","male",18.4,-66.1
"PUR","AMR","HG01073","female",18.4,-66.1
"PUR","AMR","HG01075","male",18.4,-66.1
"PUR","AMR","HG01077","female",18.4,-66.1
"PUR","AMR","HG01079","male",18.4,-66.1
"PUR","AMR","HG01080","female",18.4,-66.1
"PUR","AMR","HG01082","male",18.4,-66.1
"PUR","AMR","HG01083","female",18.4,-66.1
"PUR","AMR","HG01085","male",18.4,-66.1
"PUR","AMR","HG01086","female",18.4,-66.1
"PUR","AMR","HG01088","male",18.4,-66.1
"PUR","AMR","HG01089","female",18.4,-66.1
"PUR","AMR","HG01092","female",18.4,-66.1
"PUR","AMR","HG01094","male",18.4,-66.1
"PUR","AMR","HG01095","female",18.4,-66.1
"PUR","AMR","HG01183","female",18.4,-66.1
"PUR","AMR","HG01187","male",18.4,-66.1
"PUR","AMR","HG01188","female",18.4,-66.1
"PUR","AMR","HG01190","male",18.4,-66.1
"PUR","AMR","HG01191","female",18.4,-66.1
"PUR","AMR","HG01197","male",18.4,-66.1
"PUR","AMR","HG01198","female",18.4,-66.1
"PUR","AMR","HG01200","male",18.4,-66.1
"PUR","AMR","HG01204","male",18.4,-66.1
"PUR","AMR","HG01111","female",18.4,-66.1
"PUR","AMR","HG01241","male",18.4,-66.1
"PUR","AMR","HG01242","female",18.4,-66.1
"PUR","AMR","HG01247","male",18.4,-66.1
"PUR","AMR","HG01248","female",18.4,-66.1
"PUR","AMR","HG01167","male",18.4,-66.1
"PUR","AMR","HG01161","male",18.4,-66.1
"PUR","AMR","HG01162","female",18.4,-66.1
"PUR","AMR","HG01164","male",18.4,-66.1
"PUR","AMR","HG01067","female",18.4,-66.1
"PUR","AMR","HG01168","female",18.4,-66.1
"PUR","AMR","HG01064","female",18.4,-66.1
"PUR","AMR","HG01066","male",18.4,-66.1
"PUR","AMR","HG01182","male",18.4,-66.1
"PUR","AMR","HG01174","female",18.4,-66.1
"PUR","AMR","HG01176","male",18.4,-66.1
"PUR","AMR","HG01177","female",18.4,-66.1
"PUR","AMR","HG01393","female",18.4,-66.1
"PUR","AMR","HG01286","male",18.4,-66.1
"PUR","AMR","HG01097","male",18.4,-66.1
"PUR","AMR","HG01392","male",18.4,-66.1
"PUR","AMR","HG01171","female",18.4,-66.1
"PUR","AMR","HG01173","male",18.4,-66.1
"PUR","AMR","HG01302","male",18.4,-66.1
