"pop","super_pop","sample","sex","lat","lng"
"GIH","SAS","NA21088","female",29.7589,-95.3677
"GIH","SAS","NA21089","female",29.7589,-95.3677
"GIH","SAS","NA21090","male",29.7589,-95.3677
"GIH","SAS","NA21091","male",29.7589,-95.3677
"GIH","SAS","NA21092","male",29.7589,-95.3677
"GIH","SAS","NA21093","male",29.7589,-95.3677
"GIH","SAS","NA21094","male",29.7589,-95.3677
"GIH","SAS","NA21095","male",29.7589,-95.3677
"GIH","SAS","NA21097","female",29.7589,-95.3677
"GIH","SAS","NA21098","male",29.7589,-95.3677
"GIH","SAS","NA21099","male",29.7589,-95.3677
"GIH","SAS","NA21100","male",29.7589,-95.3677
"GIH","SAS","NA21101","female",29.7589,-95.3677
"GIH","SAS","NA21102","female",29.7589,-95.3677
"GIH","SAS","NA21103","female",29.7589,-95.3677
"GIH","SAS","NA21104","male",29.7589,-95.3677
"GIH","SAS","NA21105","male",29.7589,-95.3677
"GIH","SAS","NA21106","female",29.7589,-95.3677
"GIH","SAS","NA21107","male",29.7589,-95.3677
"GIH","SAS","NA21108","female",29.7589,-95.3677
"GIH","SAS","NA21109","male",29.7589,-95.3677
"GIH","SAS","NA21110","female",29.7589,-95.3677
"GIH","SAS","NA21111","male",29.7589,-95.3677
"GIH","SAS","NA21112","male",29.7589,-95.3677
"GIH","SAS","NA21113","male",29.7589,-95.3677
"GIH","SAS","NA21114","male",29.7589,-95.3677
"GIH","SAS","NA21115","male",29.7589,-95.3677
"GIH","SAS","NA21116","male",29.7589,-95.3677
"GIH","SAS","NA21117","male",29.7589,-95.3677
"GIH","SAS","NA21118","male",29.7589,-95.3677
"GIH","SAS","NA21119","male",29.7589,-95.3677
"GIH","SAS","NA21120","female",29.7589,-95.3677
"GIH","SAS","NA21122","female",29.7589,-95.3677
"GIH","SAS","NA21123","male",29.7589,-95.3677
"GIH","SAS","NA21124","male",29.7589,-95.3677
"GIH","SAS","NA21125","female",29.7589,-95.3677
"GIH","SAS","NA21126","male",29.7589,-95.3677
"GIH","SAS","NA21127","male",29.7589,-95.3677
"GIH","SAS","NA21128","male",29.7589,-95.3677
"GIH","SAS","NA21129","male",29.7589,-95.3677
"GIH","SAS","NA21130","male",29.7589,-95.3677
"GIH","SAS","NA21133","male",29.7589,-95.3677
"GIH","SAS","NA21135","male",29.7589,-95.3677
"GIH","SAS","NA21137","female",29.7589,-95.3677
"GIH","SAS","NA21141","female",29.7589,-95.3677
"GIH","SAS","NA21142","female",29.7589,-95.3677
"GIH","SAS","NA21143","female",29.7589,-95.3677
"GIH","SAS","NA21144","female",29.7589,-95.3677
"GWD","AFR","HG02464","male",13.454876,-16.579032
"GWD","AFR","HG02462","female",13.454876,-16.579032
"GWD","AFR","HG02613","male",13.454876,-16.579032
"GWD","AFR","HG02646","female",13.454876,-16.579032
"GWD","AFR","HG02570","male",13.454876,-16.579032
"GWD","AFR","HG02461","male",13.454876,-16.579032
"GWD","AFR","HG02568","female",13.454876,-16.579032
"GWD","AFR","HG02703","female",13.454876,-16.579032
"GWD","AFR","HG02772","female",13.454876,-16.579032
"GWD","AFR","HG02585","male",13.454876,-16.579032
"GWD","AFR","HG02702","male",13.454876,-16.579032
"GWD","AFR","HG02675","male",13.454876,-16.579032
"GWD","AFR","HG02562","female",13.454876,-16.579032
"GWD","AFR","HG02715","male",13.454876,-16.579032
"GWD","AFR","HG02634","male",13.454876,-16.579032
"GWD","AFR","HG02561","male",13.454876,-16.579032
"GWD","AFR","HG02611","female",13.454876,-16.579032
"GWD","AFR","HG02798","male",13.454876,-16.579032
"GWD","AFR","HG02571","female",13.454876,-16.579032
"GWD","AFR","HG02465","female",13.454876,-16.579032
"GWD","AFR","HG02805","female",13.454876,-16.579032
"GWD","AFR","HG02807","male",13.454876,-16.579032
"GWD","AFR","HG02799","female",13.454876,-16.579032
"GWD","AFR","HG02804","male",13.454876,-16.579032
"GWD","AFR","HG02721","male",13.454876,-16.579032
"GWD","AFR","HG02722","female",13.454876,-16.579032
"GWD","AFR","HG02756","male",13.454876,-16.579032
"GWD","AFR","HG02716","female",13.454876,-16.579032
"GWD","AFR","HG02583","female",13.454876,-16.579032
"GWD","AFR","HG02645","male",13.454876,-16.579032
"GWD","AFR","HG02820","female",13.454876,-16.579032
"GWD","AFR","HG02836","male",13.454876,-16.579032
"GWD","AFR","HG02837","female",13.454876,-16.579032
"GWD","AFR","HG02839","male",13.454876,-16.579032
"GWD","AFR","HG02840","female",13.454876,-16.579032
"GWD","AFR","HG02808","female",13.454876,-16.579032
"GWD","AFR","HG02757","female",13.454876,-16.579032
"GWD","AFR","HG02759","male",13.454876,-16.579032
"GWD","AFR","HG02573","male",13.454876,-16.579032
"GWD","AFR","HG02635","female",13.454876,-16.579032
"GWD","AFR","HG02642","male",13.454876,-16.579032
"GWD","AFR","HG02643","female",13.454876,-16.579032
"GWD","AFR","HG02582","male",13.454876,-16.579032
"GWD","AFR","HG02879","female",13.454876,-16.579032
"GWD","AFR","HG02881","male",13.454876,-16.579032
"GWD","AFR","HG02882","female",13.454876,-16.579032
"GWD","AFR","HG02884","male",13.454876,-16.579032
"GWD","AFR","HG02885","female",13.454876,-16.579032
"GWD","AFR","HG02851","male",13.454876,-16.579032
"GWD","AFR","HG02810","male",13.454876,-16.579032
"GWD","AFR","HG02811","female",13.454876,-16.579032
"GWD","AFR","HG02813","male",13.454876,-16.579032
"GWD","AFR","HG02574","female",13.454876,-16.579032
"GWD","AFR","HG02816","male",13.454876,-16.579032
"GWD","AFR","HG02817","female",13.454876,-16.579032
"GWD","AFR","HG02610","male",13.454876,-16.579032
"GWD","AFR","HG03246","male",13.454876,-16.579032
"GWD","AFR","HG03247","female",13.454876,-16.579032
"GWD","AFR","HG03258","male",13.454876,-16.579032
"GWD","AFR","HG03259","female",13.454876,-16.579032
"GWD","AFR","HG03539","female",13.454876,-16.579032
"GWD","AFR","HG02614","female",13.454876,-16.579032
"GWD","AFR","HG02852","female",13.454876,-16.579032
"GWD","AFR","HG02854","male",13.454876,-16.579032
"GWD","AFR","HG02855","female",13.454876,-16.579032
"GWD","AFR","HG02814","female",13.454876,-16.579032
"GWD","AFR","HG02763","female",13.454876,-16.579032
"GWD","AFR","HG02629","female",13.454876,-16.579032
"GWD","AFR","HG02819","male",13.454876,-16.579032
"GWD","AFR","HG02878","male",13.454876,-16.579032
"GWD","AFR","HG02666","male",13.454876,-16.579032
"GWD","AFR","HG02667","female",13.454876,-16.579032
"GWD","AFR","HG03024","male",13.454876,-16.579032
"GWD","AFR","HG02982","male",13.454876,-16.579032
"GWD","AFR","HG02983","female",13.454876,-16.579032
"GWD","AFR","HG02620","male",13.454876,-16.579032
"GWD","AFR","HG02621","female",13.454876,-16.579032
"GWD","AFR","HG02623","male",13.454876,-16.579032
"GWD","AFR","HG02760","female",13.454876,-16.579032
"GWD","AFR","HG02628","male",13.454876,-16.579032
"GWD","AFR","HG02861","female",13.454876,-16.579032
"GWD","AFR","HG02870","female",13.454876,-16.579032
"GWD","AFR","HG03240","male",13.454876,-16.579032
"GWD","AFR","HG03241","female",13.454876,-16.579032
"GWD","AFR","HG02768","male",13.454876,-16.579032
"GWD","AFR","HG02769","female",13.454876,-16.579032
"GWD","AFR","HG03025","female",13.454876,-16.579032
"GWD","AFR","HG03027","male",13.454876,-16.579032
"GWD","AFR","HG02860","male",13.454876,-16.579032
"GWD","AFR","HG03028","female",13.454876,-16.579032
"GWD","AFR","HG03039","male",13.454876,-16.579032
"GWD","AFR","HG02624","female",13.454876,-16.579032
"GWD","AFR","HG02896","female",13.454876,-16.579032
"GWD","AFR","HG03048","male",13.454876,-16.579032
"GWD","AFR","HG02895","male",13.454876,-16.579032
"GWD","AFR","HG03049","female",13.454876,-16.579032
"GWD","AFR","HG02887","male",13.454876,-16.579032
"GWD","AFR","HG02890","male",13.454876,-16.579032
"GWD","AFR","HG02891","female",13.454876,-16.579032
"GWD","AFR","HG03538","male",13.454876,-16.579032
"GWD","AFR","HG03046","female",13.454876,-16.579032
"GWD","AFR","HG02595","female",13.454876,-16.579032
"GWD","AFR","HG02888","female",13.454876,-16.579032
"GWD","AFR","HG02676","female",13.454876,-16.579032
"GWD","AFR","HG02771","male",13.454876,-16.579032
"GWD","AFR","HG02589","female",13.454876,-16.579032
"GWD","AFR","HG02594","male",13.454876,-16.579032
"GWD","AFR","HG03045","male",13.454876,-16.579032
"GWD","AFR","HG02588","male",13.454876,-16.579032
"GWD","AFR","HG02586","female",13.454876,-16.579032
"GWD","AFR","HG03040","female",13.454876,-16.579032
"GWD","AFR","HG02679","female",13.454876,-16.579032
"GWD","AFR","HG02678","male",13.454876,-16.579032
"IBS","EUR","HG01678","male",40.38,-3.72
"IBS","EUR","HG01525","female",40.38,-3.72
"IBS","EUR","HG01783","male",40.38,-3.72
"IBS","EUR","HG01527","male",40.38,-3.72
"IBS","EUR","HG01676","female",40.38,-3.72
"IBS","EUR","HG01530","male",40.38,-3.72
"IBS","EUR","HG01784","female",40.38,-3.72
"IBS","EUR","HG01528","female",40.38,-3.72
"IBS","EUR","HG01675","male",40.38,-3.72
"IBS","EUR","HG01673","female",40.38,-3.72
"IBS","EUR","HG01531","female",40.38,-3.72
"IBS","EUR","HG01785","male",40.38,-3.72
"IBS","EUR","HG01786","female",40.38,-3.72
"IBS","EUR","HG01766","female",40.38,-3.72
"IBS","EUR","HG01761","male",40.38,-3.72
"IBS","EUR","HG01762","female",40.38,-3.72
"IBS","EUR","HG01765","male",40.38,-3.72
"IBS","EUR","HG01537","female",40.38,-3.72
"IBS","EUR","HG01767","male",40.38,-3.72
"IBS","EUR","HG01768","female",40.38,-3.72
"IBS","EUR","HG01536","male",40.38,-3.72
"IBS","EUR","HG01779","female",40.38,-3.72
"IBS","EUR","HG01672","male",40.38,-3.72
"IBS","EUR","HG01669","male",40.38,-3.72
"IBS","EUR","HG01670","female",40.38,-3.72
"IBS","EUR","HG01503","male",40.38,-3.72
"IBS","EUR","HG01504","female",40.38,-3.72
"IBS","EUR","HG01506","male",40.38,-3.72
"IBS","EUR","HG01679","female",40.38,-3.72
"IBS","EUR","HG01770","female",40.38,-3.72
"IBS","EUR","HG01771","male",40.38,-3.72
"IBS","EUR","HG01773","female",40.38,-3.72
"IBS","EUR","HG01775","male",40.38,-3.72
"IBS","EUR","HG01776","female",40.38,-3.72
"IBS","EUR","HG01777","male",40.38,-3.72
"IBS","EUR","HG01668","female",40.38,-3.72
"IBS","EUR","HG01500","male",40.38,-3.72
"IBS","EUR","HG01501","female",40.38,-3.72
"IBS","EUR","HG01522","female",40.38,-3.72
"IBS","EUR","HG01524","male",40.38,-3.72
"IBS","EUR","HG01620","female",40.38,-3.72
"IBS","EUR","HG01507","female",40.38,-3.72
"IBS","EUR","HG01509","male",40.38,-3.72
"IBS","EUR","HG01510","female",40.38,-3.72
"IBS","EUR","HG01512","male",40.38,-3.72
"IBS","EUR","HG01513","female",40.38,-3.72
"IBS","EUR","HG01515","male",40.38,-3.72
"IBS","EUR","HG01516","female",40.38,-3.72
"IBS","EUR","HG01518","male",40.38,-3.72
"IBS","EUR","HG01519","female",40.38,-3.72
"IBS","EUR","HG01521","male",40.38,-3.72
"IBS","EUR","HG01781","male",40.38,-3.72
"IBS","EUR","HG01699","male",40.38,-3.72
"IBS","EUR","HG01700","male",40.38,-3.72
"IBS","EUR","HG01623","female",40.38,-3.72
"IBS","EUR","HG01624","male",40.38,-3.72
"IBS","EUR","HG01625","male",40.38,-3.72
"IBS","EUR","HG01626","female",40.38,-3.72
"IBS","EUR","HG01628","female",40.38,-3.72
"IBS","EUR","HG01630","male",40.38,-3.72
"IBS","EUR","HG01631","male",40.38,-3.72
"IBS","EUR","HG01632","female",40.38,-3.72
"IBS","EUR","HG02238","male",40.38,-3.72
"IBS","EUR","HG02239","female",40.38,-3.72
"IBS","EUR","HG01697","female",40.38,-3.72
"IBS","EUR","HG01618","female",40.38,-3.72
"IBS","EUR","HG01619","male",40.38,-3.72
"IBS","EUR","HG01602","female",40.38,-3.72
"IBS","EUR","HG01603","male",40.38,-3.72
"IBS","EUR","HG01605","female",40.38,-3.72
"IBS","EUR","HG01680","male",40.38,-3.72
"IBS","EUR","HG01682","male",40.38,-3.72
"IBS","EUR","HG01684","female",40.38,-3.72
"IBS","EUR","HG01685","female",40.38,-3.72
"IBS","EUR","HG01686","male",40.38,-3.72
"IBS","EUR","HG01694","male",40.38,-3.72
"IBS","EUR","HG01695","female",40.38,-3.72
"IBS","EUR","HG01617","male",40.38,-3.72
"IBS","EUR","HG01757","female",40.38,-3.72
"IBS","EUR","HG02219","male",40.38,-3.72
"IBS","EUR","HG02221","male",40.38,-3.72
"IBS","EUR","HG02223","female",40.38,-3.72
"IBS","EUR","HG02224","male",40.38,-3.72
"IBS","EUR","HG01606","male",40.38,-3.72
"IBS","EUR","HG01607","female",40.38,-3.72
"IBS","EUR","HG01608","male",40.38,-3.72
"IBS","EUR","HG01610","male",40.38,-3.72
"IBS","EUR","HG01612","female",40.38,-3.72
"IBS","EUR","HG01613","female",40.38,-3.72
"IBS","EUR","HG01615","male",40.38,-3.72
"IBS","EUR","HG01756","male",40.38,-3.72
"IBS","EUR","HG01704","female",40.38,-3.72
"IBS","EUR","HG02230","female",40.38,-3.72
"IBS","EUR","HG02220","female",40.38,-3.72
"IBS","EUR","HG01702","female",40.38,-3.72
"IBS","EUR","HG02233","male",40.38,-3.72
"IBS","EUR","HG02235","female",40.38,-3.72
"IBS","EUR","HG02231","male",40.38,-3.72
"IBS","EUR","HG02232","female",40.38,-3.72
"IBS","EUR","HG01708","male",40.38,-3.72
"IBS","EUR","HG01709","male",40.38,-3.72
"IBS","EUR","HG02236","male",40.38,-3.72
"IBS","EUR","HG01747","male",40.38,-3.72
"IBS","EUR","HG01705","male",40.38,-3.72
"IBS","EUR","HG01707","female",40.38,-3.72
"IBS","EUR","HG01710","female",40.38,-3.72
"IBS","EUR","HG01746","female",40.38,-3.72
"ITU","SAS","HG03788","male",52.486243,-1.890401
"ITU","SAS","HG03789","female",52.486243,-1.890401
"ITU","SAS","HG03790","male",52.486243,-1.890401
"ITU","SAS","HG03781","female",52.486243,-1.890401
"ITU","SAS","HG03782","female",52.486243,-1.890401
"ITU","SAS","HG03717","female",52.486243,-1.890401
"ITU","SAS","HG03729","male",52.486243,-1.890401
"ITU","SAS","HG03787","female",52.486243,-1.890401
"ITU","SAS","HG03722","female",52.486243,-1.890401
"ITU","SAS","HG03727","male",52.486243,-1.890401
"ITU","SAS","HG03777","male",52.486243,-1.890401
"ITU","SAS","HG03792","male",52.486243,-1.890401
"ITU","SAS","HG03713","male",52.486243,-1.890401
"ITU","SAS","HG03714","female",52.486243,-1.890401
"ITU","SAS","HG03716","male",52.486243,-1.890401
"ITU","SAS","HG04002","male",52.486243,-1.890401
"ITU","SAS","HG03771","male",52.486243,-1.890401
"ITU","SAS","HG03977","female",52.486243,-1.890401
"ITU","SAS","HG03978","male",52.486243,-1.890401
"ITU","SAS","HG03772","female",52.486243,-1.890401
"ITU","SAS","HG03730","female",52.486243,-1.890401
"ITU","SAS","HG03731","female",52.486243,-1.890401
"ITU","SAS","HG04019","male",52.486243,-1.890401
"ITU","SAS","HG04020","male",52.486243,-1.890401
"ITU","SAS","HG04022","male",52.486243,-1.890401
"ITU","SAS","HG04023","male",52.486243,-1.890401
"ITU","SAS","HG04025","female",52.486243,-1.890401
"ITU","SAS","HG04026","female",52.486243,-1.890401
"ITU","SAS","HG03742","male",52.486243,-1.890401
"ITU","SAS","HG03786","male",52.486243,-1.890401
"ITU","SAS","HG03785","male",52.486243,-1.890401
"ITU","SAS","HG04014","female",52.486243,-1.890401
"ITU","SAS","HG04015","male",52.486243,-1.890401
"ITU","SAS","HG03773","male",52.486243,-1.890401
"ITU","SAS","HG03774","female",52.486243,-1.890401
"ITU","SAS","HG03963","male",52.486243,-1.890401
"ITU","SAS","HG03965","male",52.486243,-1.890401
"ITU","SAS","HG03967","male",52.486243,-1.890401
"ITU","SAS","HG03968","female",52.486243,-1.890401
"ITU","SAS","HG03969","male",52.486243,-1.890401
"ITU","SAS","HG03971","male",52.486243,-1.890401
"ITU","SAS","HG03973","female",52.486243,-1.890401
"ITU","SAS","HG03974","male",52.486243,-1.890401
"ITU","SAS","HG03770","female",52.486243,-1.890401
"ITU","SAS","HG04076","female",52.486243,-1.890401
"ITU","SAS","HG04080","male",52.486243,-1.890401
"ITU","SAS","HG04017","male",52.486243,-1.890401
"ITU","SAS","HG04018","female",52.486243,-1.890401
"ITU","SAS","HG04094","male",52.486243,-1.890401
"ITU","SAS","HG03775","male",52.486243,-1.890401
"ITU","SAS","HG04098","male",52.486243,-1.890401
"ITU","SAS","HG03778","male",52.486243,-1.890401
"ITU","SAS","HG03779","male",52.486243,-1.890401
"ITU","SAS","HG03780","female",52.486243,-1.890401
"ITU","SAS","HG04001","female",52.486243,-1.890401
"ITU","SAS","HG04118","female",52.486243,-1.890401
"ITU","SAS","HG03784","female",52.486243,-1.890401
"ITU","SAS","HG03861","female",52.486243,-1.890401
"ITU","SAS","HG03862","female",52.486243,-1.890401
"ITU","SAS","HG04090","female",52.486243,-1.890401
"ITU","SAS","HG04093","male",52.486243,-1.890401
"ITU","SAS","HG03866","male",52.486243,-1.890401
"ITU","SAS","HG03867","male",52.486243,-1.890401
"ITU","SAS","HG03868","female",52.486243,-1.890401
"ITU","SAS","HG03869","male",52.486243,-1.890401
"ITU","SAS","HG03870","male",52.486243,-1.890401
"ITU","SAS","HG03871","male",52.486243,-1.890401
"ITU","SAS","HG03872","male",52.486243,-1.890401
"ITU","SAS","HG03873","female",52.486243,-1.890401
"ITU","SAS","HG03874","female",52.486243,-1.890401
"ITU","SAS","HG03875","male",52.486243,-1.890401
"ITU","SAS","HG03882","female",52.486243,-1.890401
"ITU","SAS","HG03863","female",52.486243,-1.890401
"ITU","SAS","HG03864","male",52.486243,-1.890401
"ITU","SAS","HG03960","male",52.486243,-1.890401
"ITU","SAS","HG04054","female",52.486243,-1.890401
"ITU","SAS","HG04056","male",52.486243,-1.890401
"ITU","SAS","HG04059","female",52.486243,-1.890401
"ITU","SAS","HG04060","male",52.486243,-1.890401
"ITU","SAS","HG04061","male",52.486243,-1.890401
"ITU","SAS","HG04062","female",52.486243,-1.890401
"ITU","SAS","HG04063","female",52.486243,-1.890401
"ITU","SAS","HG04070","female",52.486243,-1.890401
"ITU","SAS","HG03976","male",52.486243,-1.890401
"ITU","SAS","HG04198","male",52.486243,-1.890401
"ITU","SAS","HG04200","female",52.486243,-1.890401
"ITU","SAS","HG04202","female",52.486243,-1.890401
"ITU","SAS","HG04206","male",52.486243,-1.890401
"ITU","SAS","HG04209","female",52.486243,-1.890401
"ITU","SAS","HG04096","male",52.486243,-1.890401
"ITU","SAS","HG04211","male",52.486243,-1.890401
"ITU","SAS","HG04212","female",52.486243,-1.890401
"ITU","SAS","HG04214","female",52.486243,-1.890401
"ITU","SAS","HG04216","female",52.486243,-1.890401
"ITU","SAS","HG04219","male",52.486243,-1.890401
"ITU","SAS","HG04222","male",52.486243,-1.890401
"ITU","SAS","HG04225","male",52.486243,-1.890401
"ITU","SAS","HG03718","male",52.486243,-1.890401
"ITU","SAS","HG03720","male",52.486243,-1.890401
"ITU","SAS","HG04235","male",52.486243,-1.890401
"ITU","SAS","HG04238","male",52.486243,-1.890401
"ITU","SAS","HG04239","male",52.486243,-1.890401
"JPT","EAS","NA18939","female",35.68,139.68
"JPT","EAS","NA19003","female",35.68,139.68
"JPT","EAS","NA19004","male",35.68,139.68
"JPT","EAS","NA19005","male",35.68,139.68
"JPT","EAS","NA19006","male",35.68,139.68
"JPT","EAS","NA19007","male",35.68,139.68
"JPT","EAS","NA19009","male",35.68,139.68
"JPT","EAS","NA19010","female",35.68,139.68
"JPT","EAS","NA19011","female",35.68,139.68
"JPT","EAS","NA19012","male",35.68,139.68
"JPT","EAS","NA19080","female",35.68,139.68
"JPT","EAS","NA19081","female",35.68,139.68
"JPT","EAS","NA19082","male",35.68,139.68
"JPT","EAS","NA19083","male",35.68,139.68
"JPT","EAS","NA19084","female",35.68,139.68
"JPT","EAS","NA19085","male",35.68,139.68
"JPT","EAS","NA19086","male",35.68,139.68
"JPT","EAS","NA19087","female",35.68,139.68
"JPT","EAS","NA19088","male",35.68,139.68
"JPT","EAS","NA19089","male",35.68,139.68
"JPT","EAS","NA19090","female",35.68,139.68
"JPT","EAS","NA19091","male",35.68,139.68
"JPT","EAS","NA18940","male",35.68,139.68
"JPT","EAS","NA18941","female",35.68,139.68
"JPT","EAS","NA18942","female",35.68,139.68
"JPT","EAS","NA18943","male",35.68,139.68
"JPT","EAS","NA18944","male",35.68,139.68
"JPT","EAS","NA18945","male",35.68,139.68
"JPT","EAS","NA19054","female",35.68,139.68
"JPT","EAS","NA19055","male",35.68,139.68
"JPT","EAS","NA19056","male",35.68,139.68
"JPT","EAS","NA19057","female",35.68,139.68
"JPT","EAS","NA19058","male",35.68,139.68
"JPT","EAS","NA19059","female",35.68,139.68
"JPT","EAS","NA19060","male",35.68,139.68
"JPT","EAS","NA19062","male",35.68,139.68
"JPT","EAS","NA19063","male",35.68,139.68
"JPT","EAS","NA19064","female",35.68,139.68
"JPT","EAS","NA19065","female",35.68,139.68
"JPT","EAS","NA19066","male",35.68,139.68
"JPT","EAS","NA19067","male",35.68,139.68
"JPT","EAS","NA19068","male",35.68,139.68
"JPT","EAS","NA19070","male",35.68,139.68
"JPT","EAS","NA19072","male",35.68,139.68
"JPT","EAS","NA19074","female",35.68,139.68
"JPT","EAS","NA19075","male",35.68,139.68
"JPT","EAS","NA19076","male",35.68,139.68
"JPT","EAS","NA19077","female",35.68,139.68
"JPT","EAS","NA19078","female",35.68,139.68
"JPT","EAS","NA19079","male",35.68,139.68
"JPT","EAS","NA18970","male",35.68,139.68
"JPT","EAS","NA18971","male",35.68,139.68
"JPT","EAS","NA18972","female",35.68,139.68
"JPT","EAS","NA18973","female",35.68,139.68
"JPT","EAS","NA18974","male",35.68,139.68
"JPT","EAS","NA18975","female",35.68,139.68
"JPT","EAS","NA18976","female",35.68,139.68
"JPT","EAS","NA18977","male",35.68,139.68
"JPT","EAS","NA18978","female",35.68,139.68
"JPT","EAS","NA18979","female",35.68,139.68
"JPT","EAS","NA18980","female",35.68,139.68
"JPT","EAS","NA18981","female",35.68,139.68
"JPT","EAS","NA18982","male",35.68,139.68
"JPT","EAS","NA18983","male",35.68,139.68
"JPT","EAS","NA18984","male",35.68,139.68
"JPT","EAS","NA18985","male",35.68,139.68
"JPT","EAS","NA18986","male",35.68,139.68
"JPT","EAS","NA18987","female",35.68,139.68
"JPT","EAS","NA18946","female",35.68,139.68
"JPT","EAS","NA18947","female",35.68,139.68
"JPT","EAS","NA18948","male",35.68,139.68
"JPT","EAS","NA18949","female",35.68,139.68
"JPT","EAS","NA18950","female",35.68,139.68
"JPT","EAS","NA18951","female",35.68,139.68
"JPT","EAS","NA18952","male",35.68,139.68
"JPT","EAS","NA18953","male",35.68,139.68
"JPT","EAS","NA18954","female",35.68,139.68
"JPT","EAS","NA18956","female",35.68,139.68
"JPT","EAS","NA18957","female",35.68,139.68
"JPT","EAS","NA18959","male",35.68,139.68
"JPT","EAS","NA18960","male",35.68,139.68
"JPT","EAS","NA18961","male",35.68,139.68
"JPT","EAS","NA18962","male",35.68,139.68
"JPT","EAS","NA18963","female",35.68,139.68
"JPT","EAS","NA18964","female",35.68,139.68
"JPT","EAS","NA18965","male",35.68,139.68
"JPT","EAS","NA18966","male",35.68,139.68
"JPT","EAS","NA18967","male",35.68,139.68
"JPT","EAS","NA18968","female",35.68,139.68
"JPT","EAS","NA18969","female",35.68,139.68
"JPT","EAS","NA18997","female",35.68,139.68
"JPT","EAS","NA18998","female",35.68,139.68
"JPT","EAS","NA18999","female",35.68,139.68
"JPT","EAS","NA19000","male",35.68,139.68
"JPT","EAS","NA19001","female",35.68,139.68
"JPT","EAS","NA18988","male",35.68,139.68
"JPT","EAS","NA18989","male",35.68,139.68
"JPT","EAS","NA18990","male",35.68,139.68
"JPT","EAS","NA18991","female",35.68,139.68
"JPT","EAS","NA18992","female",35.68,139.68
"JPT","EAS","NA18993","female",35.68,139.68
"JPT","EAS","NA18994","male",35.68,139.68
"JPT","EAS","NA18995","male",35.68,139.68
"JPT","EAS","NA19002","female",35.68,139.68
"KHV","EAS","HG01852","male",10.78,106.68
"KHV","EAS","HG02070","male",10.78,106.68
"KHV","EAS","HG01853","female",10.78,106.68
"KHV","EAS","HG02512","male",10.78,106.68
"KHV","EAS","HG02067","male",10.78,106.68
"KHV","EAS","HG02069","female",10.78,106.68
"KHV","EAS","HG02064","male",10.78,106.68
"KHV","EAS","HG02072","female",10.78,106.68
"KHV","EAS","HG02084","female",10.78,106.68
"KHV","EAS","HG02513","female",10.78,106.68
"KHV","EAS","HG01855","female",10.78,106.68
"KHV","EAS","HG02139","female",10.78,106.68
"KHV","EAS","HG02019","female",10.78,106.68
"KHV","EAS","HG02073","male",10.78,106.68
"KHV","EAS","HG02061","male",10.78,106.68
"KHV","EAS","HG01850","female",10.78,106.68
"KHV","EAS","HG02138","male",10.78,106.68
"KHV","EAS","HG01845","female",10.78,106.68
"KHV","EAS","HG02521","male",10.78,106.68
"KHV","EAS","HG02060","female",10.78,106.68
"KHV","EAS","HG02522","female",10.78,106.68
"KHV","EAS","HG02142","female",10.78,106.68
"KHV","EAS","HG02085","male",10.78,106.68
"KHV","EAS","HG02086","female",10.78,106.68
"KHV","EAS","HG02058","male",10.78,106.68
"KHV","EAS","HG02136","female",10.78,106.68
"KHV","EAS","HG02020","male",10.78,106.68
"KHV","EAS","HG01859","female",10.78,106.68
"KHV","EAS","HG01847","female",10.78,106.68
"KHV","EAS","HG01597","female",10.78,106.68
"KHV","EAS","HG02081","female",10.78,106.68
"KHV","EAS","HG01846","male",10.78,106.68
"KHV","EAS","HG01600","female",10.78,106.68
"KHV","EAS","HG01857","female",10.78,106.68
"KHV","EAS","HG02016","female",10.78,106.68
"KHV","EAS","HG01851","female",10.78,106.68
"KHV","EAS","HG01871","female",10.78,106.68
"KHV","EAS","HG02057","female",10.78,106.68
"KHV","EAS","HG02028","female",10.78,106.68
"KHV","EAS","HG02029","male",10.78,106.68
"KHV","EAS","HG02082","male",10.78,106.68
"KHV","EAS","HG01595","female",10.78,106.68
"KHV","EAS","HG01848","female",10.78,106.68
"KHV","EAS","HG01849","male",10.78,106.68
"KHV","EAS","HG02017","male",10.78,106.68
"KHV","EAS","HG01599","female",10.78,106.68
"KHV","EAS","HG02023","male",10.78,106.68
"KHV","EAS","HG01844","male",10.78,106.68
"KHV","EAS","HG02131","male",10.78,106.68
"KHV","EAS","HG01840","male",10.78,106.68
"KHV","EAS","HG02076","male",10.78,106.68
"KHV","EAS","HG02133","female",10.78,106.68
"KHV","EAS","HG02134","male",10.78,106.68
"KHV","EAS","HG02137","male",10.78,106.68
"KHV","EAS","HG01860","male",10.78,106.68
"KHV","EAS","HG01596","male",10.78,106.68
"KHV","EAS","HG01863","female",10.78,106.68
"KHV","EAS","HG01598","female",10.78,106.68
"KHV","EAS","HG01864","male",10.78,106.68
"KHV","EAS","HG01866","male",10.78,106.68
"KHV","EAS","HG01867","male",10.78,106.68
"KHV","EAS","HG01843","female",10.78,106.68
"KHV","EAS","HG01858","female",10.78,106.68
"KHV","EAS","HG01870","female",10.78,106.68
"KHV","EAS","HG02078","female",10.78,106.68
"KHV","EAS","HG02079","male",10.78,106.68
"KHV","EAS","HG01873","male",10.78,106.68
"KHV","EAS","HG01874","female",10.78,106.68
"KHV","EAS","HG01861","male",10.78,106.68
"KHV","EAS","HG02140","female",10.78,106.68
"KHV","EAS","HG02141","male",10.78,106.68
